No,Original_Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,is_mega,image_url,evolutionary_stage
773,Silvally,7,2.3,100.5,Normal,,RKS System,,,Gray,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,2
774,Minior,7,0.3,40,Rock,Flying,Shields Down,,,Brown,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,1
775,Komala,7,0.4,19.9,Normal,,Comatose,,,Blue,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,1
776,Turtonator,7,2,212,Fire,Dragon,Shell Armor,,,Red,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,1
777,Togedemaru,7,0.3,3.3,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Gray,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,1
778,Mimikyu,7,0.2,0.7,Ghost,Fairy,Disguise,,,Yellow,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,1
779,Bruxish,7,0.9,19,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Pink,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,1
780,Drampa,7,3,185,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,White,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,1
781,Dhelmise,7,3.9,210,Ghost,Grass,Steelworker,,,Green,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,1
782,Jangmo-o,7,0.6,29.7,Dragon,,Bulletproof,Soundproof,Overcoat,Gray,Dragon,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,1
783,Hakamo-o,7,1.2,47,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,Dragon,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,2
784,Kommo-o,7,1.6,78.2,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,Dragon,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,3
785,Tapu Koko,7,1.8,20.5,Electric,Fairy,Electric Surge,,Telepathy,Yellow,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,1
786,Tapu Lele,7,1.2,18.6,Psychic,Fairy,Psychic Surge,,Telepathy,Pink,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,1
787,Tapu Bulu,7,1.9,45.5,Grass,Fairy,Grassy Surge,,Telepathy,Red,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,1
788,Tapu Fini,7,1.3,21.2,Water,Fairy,Misty Surge,,Telepathy,Purple,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,1
789,Cosmog,7,0.2,0.1,Psychic,,Unaware,,,Blue,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,1
790,Cosmoem,7,0.1,999.9,Psychic,,Sturdy,,,Blue,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,2
791,Solgaleo,7,3.4,230,Psychic,Steel,Full Metal Body,,,White,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,3
792,Lunala,7,4,120,Psychic,Ghost,Shadow Shield,,,Purple,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,3
793,Nihilego,7,1.2,55.5,Rock,Poison,Beast Boost,,,White,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,1
794,Buzzwole,7,2.4,333.6,Bug,Fighting,Beast Boost,,,Red,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,1
795,Pheromosa,7,1.8,25,Bug,Fighting,Beast Boost,,,White,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,1
796,Xurkitree,7,3.8,100,Electric,,Beast Boost,,,Black,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,1
797,Celesteela,7,9.2,999.9,Steel,Flying,Beast Boost,,,Green,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,1
798,Kartana,7,0.3,0.1,Grass,Steel,Beast Boost,,,White,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,1
799,Guzzlord,7,5.5,888,Dark,Dragon,Beast Boost,,,Black,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,1
800,Necrozma,7,2.4,230,Psychic,,Prism Armor,,,Black,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,1
801,Magearna,7,1,80.5,Steel,Fairy,Soul-Heart,,,Gray,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,1
802,Marshadow,7,0.7,22.2,Fighting,Ghost,Technician,,,Gray,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,1
803,Poipole,7,0.6,1.8,Poison,,Beast Boost,,,Purple,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,1
804,Naganadel,7,3.6,150,Poison,Dragon,Beast Boost,,,Purple,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,2
805,Stakataka,7,5.5,820,Rock,Steel,Beast Boost,,,Gray,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,1
806,Blacephalon,7,1.8,13,Fire,Ghost,Beast Boost,,,White,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,1
807,Zeraora,7,1.5,44.5,Electric,,Volt Absorb,,,Yellow,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,1
808,Meltan,7,0.2,8,Steel,,Magnet Pull,,,Gray,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,1
809,Melmetal,7,2.5,800,Steel,,Iron Fist,,,Gray,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,1
810,Grookey,8,0.3,5,Grass,,Overgrow,,Grassy Surge,Green,Ground,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,1
811,Thwackey,8,0.7,14,Grass,,Overgrow,,Grassy Surge,Green,Ground,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,2
812,Rillaboom,8,2.1,90,Grass,,Overgrow,,Grassy Surge,Green,Ground,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,3
813,Scorbunny,8,0.3,4.5,Fire,,Blaze,,Libero,White,Ground,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,1
814,Raboot,8,0.6,9,Fire,,Blaze,,Libero,Gray,Ground,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,2
815,Cinderace,8,1.4,33,Fire,,Blaze,,Libero,White,Ground,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,3
816,Sobble,8,0.3,4,Water,,Torrent,,Sniper,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,1
817,Drizzile,8,0.7,11.5,Water,,Torrent,,Sniper,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,2
818,Inteleon,8,1.9,45.2,Water,,Torrent,,Sniper,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,3
819,Skwovet,8,0.3,2.5,Normal,,Cheek Pouch,,Gluttony,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,1
820,Greedent,8,0.6,6,Normal,,Cheek Pouch,,Gluttony,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,2
821,Rookidee,8,0.2,1.8,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,1
822,Corvisquire,8,0.8,16,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,2
823,Corviknight,8,2.2,75,Flying,Steel,Pressure,Unnerve,Mirror Armor,Purple,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,3
824,Blipbug,8,0.4,8,Bug,,Swarm,Compound Eyes,Telepathy,Blue,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,1
825,Dottler,8,0.4,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,2
826,Orbeetle,8,0.4,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,3
827,Nickit,8,0.6,8.9,Dark,,Run Away,Unburden,Stakeout,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,1
828,Thievul,8,1.2,19.9,Dark,,Run Away,Unburden,Stakeout,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,2
829,Gossifleur,8,0.4,2.2,Grass,,Cotton Down,Regenerator,Effect Spore,Green,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,1
830,Eldegoss,8,0.5,2.5,Grass,,Cotton Down,Regenerator,Effect Spore,Green,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,2
831,Wooloo,8,0.6,6,Normal,,Fluffy,Run Away,Bulletproof,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,1
832,Dubwool,8,1.3,43,Normal,,Fluffy,Steadfast,Bulletproof,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,2
833,Chewtle,8,0.3,8.5,Water,,Strong Jaw,Shell Armor,Swift Swim,Green,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,1
834,Drednaw,8,1,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Green,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,2
835,Yamper,8,0.3,13.5,Electric,,Ball Fetch,,Rattled,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,1
836,Boltund,8,1,34,Electric,,Strong Jaw,,Competitive,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,2
837,Rolycoly,8,0.3,12,Rock,,Steam Engine,Heatproof,Flash Fire,Black,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,1
838,Carkol,8,1.1,78,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,2
839,Coalossal,8,2.8,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,3
840,Applin,8,0.2,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,Green,Grass,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,1
841,Flapple,8,0.3,1,Grass,Dragon,Ripen,Gluttony,Hustle,Green,Grass,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,2
842,Appletun,8,0.4,13,Grass,Dragon,Ripen,Gluttony,Thick Fat,Green,Grass,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,2
843,Silicobra,8,2.2,7.6,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,Ground,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,1
844,Sandaconda,8,3.8,65.5,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,Ground,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,2
845,Cramorant,8,0.8,18,Flying,Water,Gulp Missile,,,Blue,Water1,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,1
846,Arrokuda,8,0.5,1,Water,,Swift Swim,,Propeller Tail,Brown,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,1
847,Barraskewda,8,1.3,30,Water,,Swift Swim,,Propeller Tail,Brown,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,2
848,Toxel,8,0.4,11,Electric,Poison,Rattled,Static,Klutz,Purple,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,1
849,Toxtricity,8,1.6,40,Electric,Poison,Punk Rock,Plus,Technician,Purple,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,2
850,Sizzlipede,8,0.7,1,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,1
851,Centiskorch,8,3,120,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,2
852,Clobbopus,8,0.6,4,Fighting,,Limber,,Technician,Brown,Water1,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,1
853,Grapploct,8,1.6,39,Fighting,,Limber,,Technician,Blue,Water1,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,2
854,Sinistea,8,0.1,0.2,Ghost,,Weak Armor,,Cursed Body,Purple,Mineral,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,1
855,Polteageist,8,0.2,0.4,Ghost,,Weak Armor,,Cursed Body,Purple,Mineral,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,2
856,Hatenna,8,0.4,3.4,Psychic,,Healer,Anticipation,Magic Bounce,Pink,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,1
857,Hattrem,8,0.6,4.8,Psychic,,Healer,Anticipation,Magic Bounce,Pink,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,2
858,Hatterene,8,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,3
859,Impidimp,8,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,Fairy,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,1
860,Morgrem,8,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,Fairy,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,2
861,Grimmsnarl,8,1.5,61,Dark,Fairy,Prankster,Frisk,Pickpocket,Purple,Fairy,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,3
862,Obstagoon,8,1.6,46,Dark,Normal,Reckless,Guts,Defiant,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,3
863,Perrserker,8,0.8,28,Steel,,Battle Armor,Tough Claws,Steely Spirit,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,2
864,Cursola,8,1,0.4,Ghost,,Weak Armor,,Perish Body,White,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,2
865,Sirfetch'd,8,0.8,117,Fighting,,Steadfast,,Scrappy,White,Flying,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,2
866,Mr. Rime,8,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Purple,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,3
867,Runerigus,8,1.6,66.6,Ground,Ghost,Wandering Spirit,,,Gray,Mineral,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,2
868,Milcery,8,0.2,0.3,Fairy,,Sweet Veil,,Aroma Veil,White,Fairy,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,1
869,Alcremie,8,0.3,0.5,Fairy,,Sweet Veil,,Aroma Veil,White,Fairy,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,2
870,Falinks,8,3,62,Fighting,,Battle Armor,,Defiant,Yellow,Fairy,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,1
871,Pincurchin,8,0.3,1,Electric,,Lightning Rod,,Electric Surge,Purple,Water1,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,1
872,Snom,8,0.3,3.8,Ice,Bug,Shield Dust,,Ice Scales,White,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,1
873,Frosmoth,8,1.3,42,Ice,Bug,Shield Dust,,Ice Scales,White,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,2
874,Stonjourner,8,2.5,520,Rock,,Power Spot,,,Gray,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,1
875,Eiscue,8,1.4,89,Ice,,Ice Face,,,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,1
876,Indeedee,8,0.9,28,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Purple,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,1
877,Morpeko,8,0.3,3,Electric,Dark,Hunger Switch,,,Yellow,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,1
878,Cufant,8,1.2,100,Steel,,Sheer Force,,Heavy Metal,Yellow,Ground,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,1
879,Copperajah,8,3,650,Steel,,Sheer Force,,Heavy Metal,Green,Ground,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,2
880,Dracozolt,8,1.8,190,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Green,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,1
881,Arctozolt,8,2.3,150,Electric,Ice,Volt Absorb,Static,Slush Rush,Blue,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,1
882,Dracovish,8,2.3,215,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Green,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,1
883,Arctovish,8,2,175,Water,Ice,Water Absorb,Ice Body,Slush Rush,Blue,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,1
884,Duraludon,8,1.8,40,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,White,Mineral,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,1
885,Dreepy,8,0.5,2,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,Amorphous,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,1
886,Drakloak,8,1.4,11,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,Amorphous,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,2
887,Dragapult,8,3,50,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,Amorphous,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,3
888,Zacian,8,2.8,110,Fairy,,Intrepid Sword,,,Blue,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,1
889,Zamazenta,8,2.9,210,Fighting,,Dauntless Shield,,,Red,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,1
890,Eternatus,8,20,950,Poison,Dragon,Pressure,,,Purple,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,1
891,Kubfu,8,0.6,12,Fighting,,Inner Focus,,No Guard,Gray,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,1
892,Urshifu,8,1.9,105,Fighting,Dark,Unseen Fist,,,Gray,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,2
893,Zarude,8,1.8,70,Dark,Grass,Leaf Guard,,,Green,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,1
894,Regieleki,8,1.2,145,Electric,,Transistor,,,Yellow,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,1
895,Regidrago,8,2.1,200,Dragon,,Dragon's Maw,,,Green,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,1
896,Glastrier,8,2.2,800,Ice,,Chilling Neigh,,,White,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,1
897,Spectrier,8,2,44.5,Ghost,,Grim Neigh,,,Black,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,1
