,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,Region_Form,is_mega
578,475,475_0,Gallade,Gallade,4,1.6,52.0,Psychic,Fighting,Steadfast,Sharpness,Justified,White,Human-Like,Amorphous,Ordinary,,False
579,475,475_1,Gallade,Mega Gallade,4,1.6,56.4,Psychic,Fighting,Inner Focus,,,White,Amorphous,,Ordinary,,True
580,476,476_0,Probopass,Probopass,4,1.4,340.0,Rock,Steel,Sturdy,Magnet Pull,Sand Force,Gray,Mineral,,Ordinary,,False
581,477,477_0,Dusknoir,Dusknoir,4,2.2,106.6,Ghost,,Pressure,,Frisk,Black,Amorphous,,Ordinary,,False
582,478,478_0,Froslass,Froslass,4,1.3,26.6,Ice,Ghost,Snow Cloak,,Cursed Body,White,Fairy,Mineral,Ordinary,,False
583,479,479_0,Rotom,Rotom,4,0.3,0.3,Electric,Ghost,Levitate,,,Red,Amorphous,,Ordinary,,False
584,479,479_1,Rotom,Heat Rotom,4,0.3,0.3,Electric,Fire,Levitate,,,Red,Amorphous,,Ordinary,,False
585,479,479_2,Rotom,Wash Rotom,4,0.3,0.3,Electric,Water,Levitate,,,Red,Amorphous,,Ordinary,,False
586,479,479_3,Rotom,Frost Rotom,4,0.3,0.3,Electric,Ice,Levitate,,,Red,Amorphous,,Ordinary,,False
587,479,479_4,Rotom,Fan Rotom,4,0.3,0.3,Electric,Flying,Levitate,,,Red,Amorphous,,Ordinary,,False
588,479,479_5,Rotom,Mow Rotom,4,0.3,0.3,Electric,Grass,Levitate,,,Red,Amorphous,,Ordinary,,False
589,480,480_0,Uxie,Uxie,4,0.3,0.3,Psychic,,Levitate,,,Yellow,Undiscovered,,Semi-Legendary,,False
590,481,481_0,Mesprit,Mesprit,4,0.3,0.3,Psychic,,Levitate,,,Pink,Undiscovered,,Semi-Legendary,,False
591,482,482_0,Azelf,Azelf,4,0.3,0.3,Psychic,,Levitate,,,Blue,Undiscovered,,Semi-Legendary,,False
592,483,483_0,Dialga,Dialga,4,5.4,683.0,Steel,Dragon,Pressure,,Telepathy,White,Undiscovered,,Legendary,,False
593,483,483_1,Dialga,Dialga Origin Form,4,7.0,850.0,Steel,Dragon,Pressure,,Telepathy,White,Undiscovered,,Legendary,,False
594,484,484_0,Palkia,Palkia,4,4.2,336.0,Water,Dragon,Pressure,,Telepathy,Purple,Undiscovered,,Legendary,,False
595,484,484_1,Palkia,Palkia Origin Form,4,6.3,660.0,Water,Dragon,Pressure,,Telepathy,Purple,Undiscovered,,Legendary,,False
596,485,485_0,Heatran,Heatran,4,1.7,430.0,Fire,Steel,Flash Fire,,Flame Body,Brown,Undiscovered,,Semi-Legendary,,False
597,486,486_0,Regigigas,Regigigas,4,3.7,420.0,Normal,,Slow Start,,,White,Undiscovered,,Semi-Legendary,,False
598,487,487_0,Giratina,Giratina,4,4.5,750.0,Ghost,Dragon,Pressure,,Telepathy,Black,Undiscovered,,Legendary,,False
599,487,487_1,Giratina,Giratina Origin Form,4,6.9,650.0,Ghost,Dragon,Levitate,,,Black,Undiscovered,,Legendary,,False
600,488,488_0,Cresselia,Cresselia,4,1.5,85.6,Psychic,,Levitate,,,Yellow,Undiscovered,,Semi-Legendary,,False
601,489,489_0,Phione,Phione,4,0.4,3.1,Water,,Hydration,,,Blue,Water1,Fairy,Mythical,,False
602,490,490_0,Manaphy,Manaphy,4,0.3,1.4,Water,,Hydration,,,Blue,Water1,Fairy,Mythical,,False
603,491,491_0,Darkrai,Darkrai,4,1.5,50.5,Dark,,Bad Dreams,,,Black,Undiscovered,,Mythical,,False
604,492,492_0,Shaymin,Shaymin Land Form,4,0.2,2.1,Grass,,Natural Cure,,,Green,Undiscovered,,Mythical,,False
605,492,492_1,Shaymin,Shaymin Sky Form,4,0.4,5.2,Grass,Flying,Serene Grace,,,Green,Undiscovered,,Mythical,,False
606,493,493_0,Arceus,Arceus,4,3.2,320.0,Normal,,Multitype,,,White,Undiscovered,,Mythical,,False
607,494,494_0,Victini,Victini,5,0.4,4.0,Psychic,Fire,Victory Star,,,Yellow,Undiscovered,,Mythical,,False
608,495,495_0,Snivy,Snivy,5,0.6,8.1,Grass,,Overgrow,,Contrary,Green,Ground,Grass,Ordinary,,False
609,496,496_0,Servine,Servine,5,0.8,16.0,Grass,,Overgrow,,Contrary,Green,Ground,Grass,Ordinary,,False
610,497,497_0,Serperior,Serperior,5,3.3,63.0,Grass,,Overgrow,,Contrary,Green,Ground,Grass,Ordinary,,False
611,498,498_0,Tepig,Tepig,5,0.5,9.9,Fire,,Blaze,,Thick Fat,Red,Ground,,Ordinary,,False
612,499,499_0,Pignite,Pignite,5,1.0,55.5,Fire,Fighting,Blaze,,Thick Fat,Red,Ground,,Ordinary,,False
613,500,500_0,Emboar,Emboar,5,1.6,150.0,Fire,Fighting,Blaze,,Reckless,Red,Ground,,Ordinary,,False
614,501,501_0,Oshawott,Oshawott,5,0.5,5.9,Water,,Torrent,,Shell Armor,Blue,Ground,,Ordinary,,False
615,502,502_0,Dewott,Dewott,5,0.8,24.5,Water,,Torrent,,Shell Armor,Blue,Ground,,Ordinary,,False
616,503,503_0,Samurott,Samurott,5,1.5,94.6,Water,,Torrent,,Shell Armor,Blue,Ground,,Ordinary,,False
617,503,503_1,Samurott,Hisuian Samurott,8,1.5,58.2,Water,Dark,Torrent,,Sharpness,Blue,Ground,,Ordinary,Hisuian,False
618,504,504_0,Patrat,Patrat,5,0.5,11.6,Normal,,Run Away,Keen Eye,Analytic,Brown,Ground,,Ordinary,,False
619,505,505_0,Watchog,Watchog,5,1.1,27.0,Normal,,Illuminate,Keen Eye,Analytic,Brown,Ground,,Ordinary,,False
620,506,506_0,Lillipup,Lillipup,5,0.4,4.1,Normal,,Vital Spirit,Pickup,Run Away,Brown,Ground,,Ordinary,,False
621,507,507_0,Herdier,Herdier,5,0.9,14.7,Normal,,Intimidate,Sand Rush,Scrappy,Gray,Ground,,Ordinary,,False
622,508,508_0,Stoutland,Stoutland,5,1.2,61.0,Normal,,Intimidate,Sand Rush,Scrappy,Gray,Ground,,Ordinary,,False
623,509,509_0,Purrloin,Purrloin,5,0.4,10.1,Dark,,Limber,Unburden,Prankster,Purple,Ground,,Ordinary,,False
624,510,510_0,Liepard,Liepard,5,1.1,37.5,Dark,,Limber,Unburden,Prankster,Purple,Ground,,Ordinary,,False
625,511,511_0,Pansage,Pansage,5,0.6,10.5,Grass,,Gluttony,,Overgrow,Green,Ground,,Ordinary,,False
626,512,512_0,Simisage,Simisage,5,1.1,30.5,Grass,,Gluttony,,Overgrow,Green,Ground,,Ordinary,,False
627,513,513_0,Pansear,Pansear,5,0.6,11.0,Fire,,Gluttony,,Blaze,Red,Ground,,Ordinary,,False
628,514,514_0,Simisear,Simisear,5,1.0,28.0,Fire,,Gluttony,,Blaze,Red,Ground,,Ordinary,,False
629,515,515_0,Panpour,Panpour,5,0.6,13.5,Water,,Gluttony,,Torrent,Blue,Ground,,Ordinary,,False
630,516,516_0,Simipour,Simipour,5,1.0,29.0,Water,,Gluttony,,Torrent,Blue,Ground,,Ordinary,,False
631,517,517_0,Munna,Munna,5,0.6,23.3,Psychic,,Forewarn,Synchronize,Telepathy,Pink,Ground,,Ordinary,,False
632,518,518_0,Musharna,Musharna,5,1.1,60.5,Psychic,,Forewarn,Synchronize,Telepathy,Pink,Ground,,Ordinary,,False
633,519,519_0,Pidove,Pidove,5,0.3,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,Flying,,Ordinary,,False
634,520,520_0,Tranquill,Tranquill,5,0.6,15.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,Flying,,Ordinary,,False
635,521,521_0,Unfezant,Unfezant,5,1.2,29.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,Flying,,Ordinary,,False
636,522,522_0,Blitzle,Blitzle,5,0.8,29.8,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,Ground,,Ordinary,,False
637,523,523_0,Zebstrika,Zebstrika,5,1.6,79.5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,Ground,,Ordinary,,False
638,524,524_0,Roggenrola,Roggenrola,5,0.4,18.0,Rock,,Sturdy,Weak Armor,Sand Force,Blue,Mineral,,Ordinary,,False
639,525,525_0,Boldore,Boldore,5,0.9,102.0,Rock,,Sturdy,Weak Armor,Sand Force,Blue,Mineral,,Ordinary,,False
640,526,526_0,Gigalith,Gigalith,5,1.7,260.0,Rock,,Sturdy,Sand Stream,Sand Force,Blue,Mineral,,Ordinary,,False
641,527,527_0,Woobat,Woobat,5,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,Blue,Ground,Flying,Ordinary,,False
642,528,528_0,Swoobat,Swoobat,5,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,Blue,Ground,Flying,Ordinary,,False
643,529,529_0,Drilbur,Drilbur,5,0.3,8.5,Ground,,Sand Rush,Sand Force,Mold Breaker,Gray,Ground,,Ordinary,,False
644,530,530_0,Excadrill,Excadrill,5,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,Gray,Ground,,Ordinary,,False
645,531,531_0,Audino,Audino,5,1.1,31.0,Normal,,Healer,Regenerator,Klutz,Pink,Fairy,,Ordinary,,False
646,531,531_1,Audino,Mega Audino,5,1.5,32.0,Normal,Fairy,Healer,,,White,Fairy,,Ordinary,,True
647,532,532_0,Timburr,Timburr,5,0.6,12.5,Fighting,,Guts,Sheer Force,Iron Fist,Gray,Human-Like,,Ordinary,,False
648,533,533_0,Gurdurr,Gurdurr,5,1.2,40.0,Fighting,,Guts,Sheer Force,Iron Fist,Gray,Human-Like,,Ordinary,,False
649,534,534_0,Conkeldurr,Conkeldurr,5,1.4,87.0,Fighting,,Guts,Sheer Force,Iron Fist,Brown,Human-Like,,Ordinary,,False
650,535,535_0,Tympole,Tympole,5,0.5,4.5,Water,,Swift Swim,Hydration,Water Absorb,Blue,Water1,,Ordinary,,False
651,536,536_0,Palpitoad,Palpitoad,5,0.8,17.0,Water,Ground,Swift Swim,Hydration,Water Absorb,Blue,Water1,,Ordinary,,False
652,537,537_0,Seismitoad,Seismitoad,5,1.5,62.0,Water,Ground,Swift Swim,Poison Touch,Water Absorb,Blue,Water1,,Ordinary,,False
653,538,538_0,Throh,Throh,5,1.3,55.5,Fighting,,Guts,Inner Focus,Mold Breaker,Red,Human-Like,,Ordinary,,False
654,539,539_0,Sawk,Sawk,5,1.4,51.0,Fighting,,Sturdy,Inner Focus,Mold Breaker,Blue,Human-Like,,Ordinary,,False
655,540,540_0,Sewaddle,Sewaddle,5,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,Bug,,Ordinary,,False
656,541,541_0,Swadloon,Swadloon,5,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,Green,Bug,,Ordinary,,False
657,542,542_0,Leavanny,Leavanny,5,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,Bug,,Ordinary,,False
658,543,543_0,Venipede,Venipede,5,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,Bug,,Ordinary,,False
659,544,544_0,Whirlipede,Whirlipede,5,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Gray,Bug,,Ordinary,,False
660,545,545_0,Scolipede,Scolipede,5,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,Bug,,Ordinary,,False
661,546,546_0,Cottonee,Cottonee,5,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,Grass,Fairy,Ordinary,,False
662,547,547_0,Whimsicott,Whimsicott,5,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,Grass,Fairy,Ordinary,,False
663,548,548_0,Petilil,Petilil,5,0.5,6.6,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,Grass,,Ordinary,,False
664,549,549_0,Lilligant,Lilligant,5,1.1,16.3,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,Grass,,Ordinary,,False
665,549,549_1,Lilligant,Hisuian Lilligant,8,1.2,19.2,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,Green,Grass,,Ordinary,Hisuian,False
666,550,550_0,Basculin,Basculin Red Stripe,5,1.0,18.0,Water,,Reckless,Adaptability,Mold Breaker,Green,Water2,,Ordinary,,False
667,550,550_1,Basculin,Basculin Blue Stripe,5,1.0,18.0,Water,,Rock Head,Adaptability,Mold Breaker,Green,Water2,,Ordinary,,False
668,550,550_2,Basculin,Hisuian Basculin,8,1.0,18.0,Water,,Rattled,Adaptability,Mold Breaker,Green,Water2,,Ordinary,Hisuian,False
669,551,551_0,Sandile,Sandile,5,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,Ground,,Ordinary,,False
670,552,552_0,Krokorok,Krokorok,5,1.0,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,Ground,,Ordinary,,False
671,553,553_0,Krookodile,Krookodile,5,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,Red,Ground,,Ordinary,,False
672,554,554_0,Darumaka,Darumaka,5,0.6,37.5,Fire,,Hustle,,Inner Focus,Red,Ground,,Ordinary,,False
673,554,554_1,Darumaka,Galarian Darumaka,8,0.7,40.0,Ice,,Hustle,,Inner Focus,White,Ground,,Ordinary,Galarian,False
674,555,555_0,Darmanitan,Darmanitan,5,1.3,92.9,Fire,,Sheer Force,,Zen Mode,Red,Ground,,Ordinary,,False
675,555,555_1,Darmanitan,Darmanitan Zen-Mode,5,1.3,92.9,Fire,Psychic,Sheer Force,,Zen Mode,Blue,Ground,,Ordinary,,False
676,555,555_2,Darmanitan,Galarian Darmanitan,8,1.7,120.0,Ice,,Gorilla Tactics,,Zen Mode,White,Ground,,Ordinary,Galarian,False
677,555,555_3,Darmanitan,Galarian Darmanitan Zen-Mode,8,1.7,120.0,Ice,Fire,Gorilla Tactics,,Zen Mode,White,Ground,,Ordinary,Galarian,False
678,556,556_0,Maractus,Maractus,5,1.0,28.0,Grass,,Water Absorb,Chlorophyll,Storm Drain,Green,Grass,,Ordinary,,False
679,557,557_0,Dwebble,Dwebble,5,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,Bug,Mineral,Ordinary,,False
680,558,558_0,Crustle,Crustle,5,1.4,200.0,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,Bug,Mineral,Ordinary,,False
681,559,559_0,Scraggy,Scraggy,5,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,Yellow,Ground,Dragon,Ordinary,,False
682,560,560_0,Scrafty,Scrafty,5,1.1,30.0,Dark,Fighting,Shed Skin,Moxie,Intimidate,Red,Ground,Dragon,Ordinary,,False
683,561,561_0,Sigilyph,Sigilyph,5,1.4,14.0,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Black,Flying,,Ordinary,,False
684,562,562_0,Yamask,Yamask,5,0.5,1.5,Ghost,,Mummy,,,Black,Mineral,Amorphous,Ordinary,,False
685,562,562_1,Yamask,Galarian Yamask,8,0.5,1.5,Ground,Ghost,Wandering Spirit,,,Black,Mineral,Amorphous,Ordinary,Galarian,False
686,563,563_0,Cofagrigus,Cofagrigus,5,1.7,76.5,Ghost,,Mummy,,,Yellow,Mineral,Amorphous,Ordinary,,False
687,564,564_0,Tirtouga,Tirtouga,5,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,Water1,Water3,Ordinary,,False
688,565,565_0,Carracosta,Carracosta,5,1.2,81.0,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,Water1,Water3,Ordinary,,False
689,566,566_0,Archen,Archen,5,0.5,9.5,Rock,Flying,Defeatist,,,Yellow,Flying,Water3,Ordinary,,False
690,567,567_0,Archeops,Archeops,5,1.4,32.0,Rock,Flying,Defeatist,,,Yellow,Flying,Water3,Ordinary,,False
691,568,568_0,Trubbish,Trubbish,5,0.6,31.0,Poison,,Stench,Sticky Hold,Aftermath,Green,Mineral,,Ordinary,,False
692,569,569_0,Garbodor,Garbodor,5,1.9,107.3,Poison,,Stench,Weak Armor,Aftermath,Green,Mineral,,Ordinary,,False
693,570,570_0,Zorua,Zorua,5,0.7,12.5,Dark,,Illusion,,,Gray,Ground,,Ordinary,,False
694,570,570_1,Zorua,Hisuian Zorua,8,0.7,12.5,Normal,Ghost,Illusion,,,Gray,Ground,,Ordinary,Hisuian,False
695,571,571_0,Zoroark,Zoroark,5,1.6,81.1,Dark,,Illusion,,,Gray,Ground,,Ordinary,,False
696,571,571_1,Zoroark,Hisuian Zoroark,8,1.6,73.0,Normal,Ghost,Illusion,,,Gray,Ground,,Ordinary,Hisuian,False
697,572,572_0,Minccino,Minccino,5,0.4,5.8,Normal,,Cute Charm,Technician,Skill Link,Gray,Ground,,Ordinary,,False
698,573,573_0,Cinccino,Cinccino,5,0.5,7.5,Normal,,Cute Charm,Technician,Skill Link,Gray,Ground,,Ordinary,,False
699,574,574_0,Gothita,Gothita,5,0.4,5.8,Psychic,,Frisk,Competitive,Shadow Tag,Purple,Human-Like,,Ordinary,,False
700,575,575_0,Gothorita,Gothorita,5,0.7,18.0,Psychic,,Frisk,Competitive,Shadow Tag,Purple,Human-Like,,Ordinary,,False
701,576,576_0,Gothitelle,Gothitelle,5,1.5,44.0,Psychic,,Frisk,Competitive,Shadow Tag,Purple,Human-Like,,Ordinary,,False
702,577,577_0,Solosis,Solosis,5,0.3,1.0,Psychic,,Overcoat,Magic Guard,Regenerator,Green,Amorphous,,Ordinary,,False
703,578,578_0,Duosion,Duosion,5,0.6,8.0,Psychic,,Overcoat,Magic Guard,Regenerator,Green,Amorphous,,Ordinary,,False
704,579,579_0,Reuniclus,Reuniclus,5,1.0,20.1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,Amorphous,,Ordinary,,False
705,580,580_0,Ducklett,Ducklett,5,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,Water1,Flying,Ordinary,,False
706,581,581_0,Swanna,Swanna,5,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,White,Water1,Flying,Ordinary,,False
707,582,582_0,Vanillite,Vanillite,5,0.4,5.7,Ice,,Ice Body,Snow Cloak,Weak Armor,White,Mineral,,Ordinary,,False
708,583,583_0,Vanillish,Vanillish,5,1.1,41.0,Ice,,Ice Body,Snow Cloak,Weak Armor,White,Mineral,,Ordinary,,False
709,584,584_0,Vanilluxe,Vanilluxe,5,1.3,57.5,Ice,,Ice Body,Snow Warning,Weak Armor,White,Mineral,,Ordinary,,False
710,585,585_0,Deerling,Deerling Spring Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,Ground,,Ordinary,,False
711,585,585_1,Deerling,Deerling Summer Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Green,Ground,,Ordinary,,False
712,585,585_2,Deerling,Deerling Autumn Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Red,Ground,,Ordinary,,False
713,585,585_3,Deerling,Deerling Winter Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,Ground,,Ordinary,,False
714,586,586_0,Sawsbuck,Sawsbuck,5,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,Ground,,Ordinary,,False
715,587,587_0,Emolga,Emolga,5,0.4,5.0,Electric,Flying,Static,,Motor Drive,White,Ground,,Ordinary,,False
716,588,588_0,Karrablast,Karrablast,5,0.5,5.9,Bug,,Swarm,Shed Skin,No Guard,Blue,Bug,,Ordinary,,False
717,589,589_0,Escavalier,Escavalier,5,1.0,33.0,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,Bug,,Ordinary,,False
718,590,590_0,Foongus,Foongus,5,0.2,1.0,Grass,Poison,Effect Spore,,Regenerator,White,Grass,,Ordinary,,False
719,591,591_0,Amoonguss,Amoonguss,5,0.6,10.5,Grass,Poison,Effect Spore,,Regenerator,White,Grass,,Ordinary,,False
720,592,592_0,Frillish,Frillish,5,1.2,33.0,Water,Ghost,Water Absorb,Cursed Body,Damp,White,Amorphous,,Ordinary,,False
721,593,593_0,Jellicent,Jellicent,5,2.2,135.0,Water,Ghost,Water Absorb,Cursed Body,Damp,White,Amorphous,,Ordinary,,False
722,594,594_0,Alomomola,Alomomola,5,1.2,31.6,Water,,Healer,Hydration,Regenerator,Pink,Water1,Water2,Ordinary,,False
723,595,595_0,Joltik,Joltik,5,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,Bug,,Ordinary,,False
724,596,596_0,Galvantula,Galvantula,5,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,Bug,,Ordinary,,False
725,597,597_0,Ferroseed,Ferroseed,5,0.6,18.8,Grass,Steel,Iron Barbs,,,Gray,Grass,Mineral,Ordinary,,False
726,598,598_0,Ferrothorn,Ferrothorn,5,1.0,110.0,Grass,Steel,Iron Barbs,,Anticipation,Gray,Grass,Mineral,Ordinary,,False
727,599,599_0,Klink,Klink,5,0.3,21.0,Steel,,Plus,Minus,Clear Body,Gray,Mineral,,Ordinary,,False
728,600,600_0,Klang,Klang,5,0.6,51.0,Steel,,Plus,Minus,Clear Body,Gray,Mineral,,Ordinary,,False
729,601,601_0,Klinklang,Klinklang,5,0.6,81.0,Steel,,Plus,Minus,Clear Body,Gray,Mineral,,Ordinary,,False
730,602,602_0,Tynamo,Tynamo,5,0.2,0.3,Electric,,Levitate,,,White,Amorphous,,Ordinary,,False
731,603,603_0,Eelektrik,Eelektrik,5,1.2,22.0,Electric,,Levitate,,,Blue,Amorphous,,Ordinary,,False
732,604,604_0,Eelektross,Eelektross,5,2.1,80.5,Electric,,Levitate,,,Blue,Amorphous,,Ordinary,,False
733,605,605_0,Elgyem,Elgyem,5,0.5,9.0,Psychic,,Telepathy,Synchronize,Analytic,Blue,Human-Like,,Ordinary,,False
734,606,606_0,Beheeyem,Beheeyem,5,1.0,34.5,Psychic,,Telepathy,Synchronize,Analytic,Brown,Human-Like,,Ordinary,,False
735,607,607_0,Litwick,Litwick,5,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,Amorphous,,Ordinary,,False
736,608,608_0,Lampent,Lampent,5,0.6,13.0,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,Amorphous,,Ordinary,,False
737,609,609_0,Chandelure,Chandelure,5,1.0,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,Amorphous,,Ordinary,,False
738,610,610_0,Axew,Axew,5,0.6,18.0,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,Monster,Dragon,Ordinary,,False
739,611,611_0,Fraxure,Fraxure,5,1.0,36.0,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,Monster,Dragon,Ordinary,,False
740,612,612_0,Haxorus,Haxorus,5,1.8,105.5,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,Monster,Dragon,Ordinary,,False
741,613,613_0,Cubchoo,Cubchoo,5,0.5,8.5,Ice,,Snow Cloak,Slush Rush,Rattled,White,Ground,,Ordinary,,False
742,614,614_0,Beartic,Beartic,5,2.6,260.0,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,Ground,,Ordinary,,False
743,615,615_0,Cryogonal,Cryogonal,5,1.1,148.0,Ice,,Levitate,,,Blue,Mineral,,Ordinary,,False
744,616,616_0,Shelmet,Shelmet,5,0.4,7.7,Bug,,Hydration,Shell Armor,Overcoat,Red,Bug,,Ordinary,,False
745,617,617_0,Accelgor,Accelgor,5,0.8,25.3,Bug,,Hydration,Sticky Hold,Unburden,Red,Bug,,Ordinary,,False
746,618,618_0,Stunfisk,Stunfisk,5,0.7,11.0,Ground,Electric,Static,Limber,Sand Veil,Brown,Water1,Amorphous,Ordinary,,False
747,618,618_1,Stunfisk,Galarian Stunfisk,8,0.7,20.5,Ground,Steel,Mimicry,,,Green,Water1,Amorphous,Ordinary,Galarian,False
748,619,619_0,Mienfoo,Mienfoo,5,0.9,20.0,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,Ground,Human-Like,Ordinary,,False
749,620,620_0,Mienshao,Mienshao,5,1.4,35.5,Fighting,,Inner Focus,Regenerator,Reckless,Purple,Ground,Human-Like,Ordinary,,False
750,621,621_0,Druddigon,Druddigon,5,1.6,139.0,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,Dragon,Monster,Ordinary,,False
751,622,622_0,Golett,Golett,5,1.0,92.0,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,Mineral,,Ordinary,,False
752,623,623_0,Golurk,Golurk,5,2.8,330.0,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,Mineral,,Ordinary,,False
753,624,624_0,Pawniard,Pawniard,5,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,Red,Human-Like,,Ordinary,,False
754,625,625_0,Bisharp,Bisharp,5,1.6,70.0,Dark,Steel,Defiant,Inner Focus,Pressure,Red,Human-Like,,Ordinary,,False
755,626,626_0,Bouffalant,Bouffalant,5,1.6,94.6,Normal,,Reckless,Sap Sipper,Soundproof,Brown,Ground,,Ordinary,,False
756,627,627_0,Rufflet,Rufflet,5,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,Flying,,Ordinary,,False
757,628,628_0,Braviary,Braviary,5,1.5,41.0,Normal,Flying,Keen Eye,Sheer Force,Defiant,Red,Flying,,Ordinary,,False
758,628,628_1,Braviary,Hisuian Braviary,8,1.7,43.4,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,Red,Flying,,Ordinary,Hisuian,False
759,629,629_0,Vullaby,Vullaby,5,0.5,9.0,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,Flying,,Ordinary,,False
760,630,630_0,Mandibuzz,Mandibuzz,5,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,Flying,,Ordinary,,False
761,631,631_0,Heatmor,Heatmor,5,1.4,58.0,Fire,,Gluttony,Flash Fire,White Smoke,Red,Ground,,Ordinary,,False
762,632,632_0,Durant,Durant,5,0.3,33.0,Bug,Steel,Swarm,Hustle,Truant,Gray,Bug,,Ordinary,,False
763,633,633_0,Deino,Deino,5,0.8,17.3,Dark,Dragon,Hustle,,,Blue,Dragon,,Ordinary,,False
764,634,634_0,Zweilous,Zweilous,5,1.4,50.0,Dark,Dragon,Hustle,,,Blue,Dragon,,Ordinary,,False
765,635,635_0,Hydreigon,Hydreigon,5,1.8,160.0,Dark,Dragon,Levitate,,,Blue,Dragon,,Ordinary,,False
766,636,636_0,Larvesta,Larvesta,5,1.1,28.8,Bug,Fire,Flame Body,,Swarm,White,Bug,,Ordinary,,False
767,637,637_0,Volcarona,Volcarona,5,1.6,46.0,Bug,Fire,Flame Body,,Swarm,White,Bug,,Ordinary,,False
768,638,638_0,Cobalion,Cobalion,5,2.1,250.0,Steel,Fighting,Justified,,,Blue,Undiscovered,,Semi-Legendary,,False
769,639,639_0,Terrakion,Terrakion,5,1.9,260.0,Rock,Fighting,Justified,,,Gray,Undiscovered,,Semi-Legendary,,False
770,640,640_0,Virizion,Virizion,5,2.0,200.0,Grass,Fighting,Justified,,,Green,Undiscovered,,Semi-Legendary,,False
771,641,641_0,Tornadus,Tornadus Incarnate Form,5,1.5,63.0,Flying,,Prankster,,Defiant,Green,Undiscovered,,Semi-Legendary,,False
772,641,641_1,Tornadus,Tornadus Therian Form,5,1.4,63.0,Flying,,Regenerator,,,Green,Undiscovered,,Semi-Legendary,,False
